formula,target
CdHg2Na,0.42
AgO3Pa,0.36
NNa3,0.36
AsCdLi,0.44
Ag2Te4Tm2,0.29
F2Ho2S2,0.27
Pd2V,0.32
CdTe,0.35
F6TiTl3,0.52
Mo2Se4,0.18
CrO,0.2
Fe2Se2,0.22
Fe3Ge,0.33
Co2Nd2Si2,0.3
Cl6Rb2Ti,0.29
O12Sn4Sr4,0.27
CuRh2Sn,0.34
Sb2Zr4,0.36
CSc3Tl,0.17
Bi2BrErO4,0.27
F24Mo4,0.26
Ga3Nd,0.27
Fe2Ge,-0.26
C2B48Mg4,0.14
CrIrRu,0.48
BIr2K,0.49
CK4O6,0.32
CB2LaRh2,0.38
H4Na2Pt,0.27
Ga2N6Sr6,0.24
CuLi2O4Zr,0.26
KO2Y,0.24
F2O6V4,0.3
Au2GaLi,0.37
Lu2PdRu,0.31
ScTc3,0.31
NbS2,0.26
DySmZn2,0.3
Lu2O5Ta2,0.31
NbO3Tl,0.28
CdIrSm2,0.38
Fe2SbTi,0.41
Si4,0.26
Ga2N2,0.3
Al8Ca4O24Si4,0.27
Bi2CeO4Se,0.37
Au4Na2,0.34
Ga2Se2,0.24
OPt,0.5
O5Ti5,0.27
CaSi2,0.01
Cu4Ge2S6,0.3
Co4La4O12,0.52
C2Cr4Ga2,0.24
B6Eu,0.23
Mn4Zr2,0.38
As2Fe2Na2,0.23
Al4Sm2,0.23
SeSn,0.26
AuKO2,0.32
Br3CsHg,-0.12
Cl2N2Ti2,0.22
Br6Cs2Pt,0.24
CdTi2,0.34
LuPd2Si2,0.33
Mn2Sb2Yb,0.3
F12Pb2Sr2,0.22
ClGdO5Te2,0.32
Ba2BrCuO2,0.34
Co2Cs4S4,0.31
FeSbV,0.33
Cd3I6,0.27
Au2Si2Y,0.33
O2SeTm2,0.38
CdGaRh2,0.33
AgPaTe2,0.38
Au2NaNd,0.35
AlDy2Zn,0.24
Au2LiSn,0.52
Cl4Yb2,0.32
LuPaTc2,0.34
InLi2Pr,0.19
IrLiY2,0.31
PdSiTi,0.3
Cl6Cs2FS,0.48
F6InLiTl2,0.46
AgORb,-0.96
MgO3Os,0.49
Co2Si2Sm2,0.3
Ge4Li2N6,0.22
Ge2Mo,0.16
Al2Si2Y,0.28
AlMnPt2,0.59
Ac2O3,0.35
CeN2Sr,0.27
B2Ni2,0.31
B4Ir4Y2,0.49
Al4Pt8,0.37
Co4K12O14,0.28
Cr2K6O8,0.34
La2Ru4,0.74
In5LaRh,-0.81
Co4N2,0.34
H2Y,0.17
F2Ti,0.28
Co2P2Zr4,0.28
BCa3N3,0.32
CTi3Tl,0.26
Al2F6,0.03
Cs2N6,0.3
Ca4OP2,0.2
Ba3Br2In2O5,0.22
Co3Ga2Tb,0.26
B2Fe,0.29
GaO6SbSr2,0.27
NaS4V2,0.32
Sb,0.38
AgAlS2,0.34
Co5Th,0.36
BaPt5,0.31
BaF6Sn,0.31
AgSc2Tl,0.31
AlIr2Zn,0.29
PaSiTc2,0.41
AcAg2Sn,0.42
Ca2CdPb,0.39
CaCdHg2,0.4
AlFe2Ta,0.24
Ru2ScSn,0.3
CuIrSm2,0.37
AlMgSm2,0.25
Te2Zn2,0.28
Rh4Y2,0.32
Au4S2,0.41
Cr3Zn,0.23
BZn3,0.53
MgRh2Tb,0.32
GaO3Sm,0.27
BeNi3,0.06
NTi3Tl,0.36
Cs,0.38
BTc,0.69
H2Mg,0.4
CdO3Ru,0.34
CdMnO3,0.08
InNbS2,0.28
Ni2Ta,0.34
Sb4Ta2,0.21
Se,-0.08
Al4Ni2Yb2,0.2
Ge8,0.2
CGaYb3,-0.28
Cl6Sc2,0.26
AlSb,0.25
Mn4P4,0.22
Cl2Mn,0.25
Ni2P2Zr4,0.27
C4Mg2,0.33
GeLiMg2,0.45
Cu2K2O4,0.28
NdRu2Si2,0.26
Cd4P8,0.28
CAlY3,0.19
Ni2Si2Tb,0.23
SbTe2Tl,0.25
InPd3,0.39
Br6Rb2V2,0.44
Nb4Se8,0.25
Co5Fe11,0.28
KSiTc2,0.55
AuNa2Ti,12.73
Al13Pd13,0.31
Ge2Li20P4S24,0.34
C2Si2,0.16
Se,0.14
K2PtTe2,0.3
LaMgZn2,0.25
Be3Ir,-0.32
IrNd2Rh,0.4
Al2DyY,0.27
GaIrSc2,0.34
LaMgTl2,0.0
AlHo2Li,0.26
CoLi3,0.31
PbYb2Zn,0.21
Fe2Se4Tl2,0.34
FeS4Ti2,0.15
Eu3Li6O12Si3,0.22
O2Si,0.56
B4K12N8,0.33
Mo3P3Zr3,0.26
Li2NNa,0.67
Si6Ta3,0.19
Cu2F4,0.34
Pt12Si4,0.4
BrNSr2,0.24
H2Ti,0.55
H2V,0.28
Ga2Nb6,0.38
Cl6Cr2,0.12
Cl6K2Tc,0.15
Ru2Si2U,0.27
C4K8O12,0.32
F6VZr,0.31
Ca3Cd3Sn3,0.25
Au6Yb2,0.39
MnRhSb,0.54
Cl6K2Te,0.04
BRh3Sc,0.29
MgTaZn,0.31
H4V8,0.37
O8Ti4,0.34
N4Nb4O4,0.3
As2Lu2O8,0.3
AuBa2Sb,0.27
Al6Dy2,0.26
AlMn2Nb,0.28
GaHfRh2,0.3
IrLu2Ru,0.31
F4MgRb2,0.28
Al2P2,0.27
N4Sr2Ti2,0.32
O3RbZn,0.58
NdPrZn2,0.29
Hg2TbTm,0.36
Cu3SbSe4,0.34
GeHoO3,0.31
AsPa,0.24
AgMgSb,0.4
Mg2Ni2,0.43
Ba3BiSb,0.28
As2Bi2Fe2O2,0.34
P3Ru3Ti3,0.3
Tc2,0.3
NdS,0.32
HgIn2Te4,0.25
As16Mg24,0.27
GeNi3,0.29
Te8W4,0.23
Cl2O2Ti2,0.24
HLi,0.08
CrPt3,0.32
Al2Nb2O8,0.31
CdK4P2,0.3
Pt3Yb,0.32
Al3Ni2Pr,0.31
CeHg2,0.28
Pt6Ta2,0.35
InMnPd2,0.4
O4S4Zr4,0.33
BaCu3O4,0.32
Ca4O12Ti4,0.25
Ge2Ni2Tm,0.32
Na4Nb4O12,0.22
H16Cl4Na4O8,0.32
ErRh2Si2,0.27
As4S4Sm4,0.23
O24Si12,0.19
DyP2Ru2,0.24
Fe3NPt,0.3
Al2DySi2,0.28
Na4O16V8,0.31
Mg6P4,0.22
Au2HgLa,0.36
Au2PaSn,0.43
CdPm2Sn,0.35
HfRh2Sc,-1.24
ReTc2Ti,0.3
Rh2SnYb,0.31
AgRuSm2,0.36
As2Mn2Yb,0.26
CaSnSr,0.19
Hg5Mg,0.54
AsNiO3,0.3
CNa3,0.42
AgEr2Ir,0.36
O3PbSi,0.28
Al3Sc,0.22
AsLiMn,0.19
Fe2Si2Sm2,0.24
ClIKLi,0.1
Er,0.24
F2S2Tb2,0.28
B2Ta,0.23
AlMn,0.61
Al2NiZr6,0.29
As8O12,0.18
Mn4O16Sb8,0.35
Ba2Pb2,0.27
Al2Dy4Ge4,0.26
CeP,0.23
Br2O24P6Sr10,0.27
Br4,0.21
NiTe2,0.3
Cl6PdRb2,0.28
Cl2Li5N,0.2
BiErPt,0.3
Mn2O3Ta,0.36
Fe5LiO8,0.32
B6Yb,0.26
Al4S8Zn2,0.27
Cs2Na2Te2,0.3
As3Mn3Rh3,0.32
Cs4I16,0.32
Ag2S6Ta2,0.3
Ga2O4Rb2,0.46
Li2O2Pd,0.29
Li2O4Ti2,0.23
Ge4O8,0.1
BaO3Os,0.31
AlRu2Ta,0.27
AcHg2Na,0.38
OsTcV2,0.3
Au2LiZr,0.45
Ac2Se6,0.36
Ru2ScTa,0.29
HoSmTl2,0.33
CdK3,0.11
Fe2K2Se4,0.31
NbS2,0.18
MnSc2Si,0.38
Co2Ge2Ho,0.36
O8P2Tm2,0.31
NRe,1.51
Al3BN4,0.22
Ge4Ni4,0.3
MnPt3,0.32
C2Gd,0.33
SeTb,0.34
Li8N4Sr2,0.27
Al2Cu4Re4,0.31
Ca8N12V4,0.28
F6O2Rh,0.2
PbTe,0.38
PbPr3,0.28
Ge4S4,0.18
H2Cl2O2Sr2,0.28
Br2K4O,0.27
As2CoZr6,0.27
C2AuLi,0.29
B2ErFe2,0.22
Ge2Mg2O6,0.26
CuGd2O4,0.32
Cu4Li4O4,0.3
CaNi2Si2,0.27
O6Pd2Se2,0.25
Ta2V4,0.41
Au2Br6Cs2,0.4
Ba3O9Ru3,0.33
Co2Se2,0.24
BeCdZr,0.62
H2Yb,0.22
Ba2CaCu2HgO6,0.31
B2BaRh2,0.26
O4Se2Tb4,0.36
Dy2Ge2O7,0.32
HfLi2O3,0.32
CeLi2N2,0.25
O2S2Zr2,0.29
AuIrPm2,0.38
MgTl2Yb,0.27
AcAu2Tl,0.49
Hg2InLa,0.43
GeHfNi,0.71
Br6Ho2,0.26
Ag2K4P2,0.29
GeLi2Pm,0.29
Ca3Cs,0.1
ClLi3O,0.21
AgMnO2,0.31
Ca7Ge,0.78
Cr3Ni,0.15
LaSe,0.14
CNb,0.32
CeSe2,0.22
GaMg6Sr,0.27
H3MgNi,0.37
Dy2Se4,0.33
BaF3Li,0.25
LuPd3,0.33
K6N2,0.21
FeV,0.36
Co4Ge2,0.38
Ni8Ti16,0.38
Li6O8V2,0.28
LaTl3,0.32
As2K2Mn2,0.3
InNi2Ti,0.37
Cu3Ti2,0.34
Al2Si2Y2,0.21
Co2Si4Zr4,0.24
GeMnRh2,0.46
O7V2Zn2,0.41
HSnTi3,0.4
B4N4,0.21
Ag2F4Li2,0.35
Li2Na2O2,0.23
Cu4Na2O6,0.38
O2S2Th2,0.3
CdRh2Th,0.44
H3Th,0.36
BeSc2Tc,0.32
BiKNa2,0.24
HfSbTc2,0.3
Co2MnTi,0.3
CdHg2Sm,0.36
Be2CuIr,0.33
Au2CeTl,0.37
InRh2Sm,0.36
Cs2F6Nb,0.31
Cr4Zr2,0.36
LiScSi,0.58
GaTi3,0.27
ErYZn2,0.29
InK3,0.11
Dy2P10,0.23
Al28Sr32,0.3
Ga4Te4,0.26
HfRu3,0.31
CPd3Sc,0.44
Ho2Se4,0.32
Cs2O4Pu,0.23
Mg4N8Zr4,0.3
Al8Cu4Y,0.25
Hf3P3Ru3,0.31
Ca2Zn4,0.27
CsF,0.3
Be24N16,0.16
Mo2Na4O8,0.27
As2NiO6,0.27
InNSm3,0.19
Ga2MnS4,0.21
HfNiSn,0.19
InSm3,0.27
H2Hf,0.4
CuLi2Sn,0.26
InLi2Rh,0.5
Fe2S4Tl2,0.34
Li4O6Zr2,0.26
F6V2,0.06
Rh2Sn4,0.31
BaSn2,0.27
Al3Dy,0.18
Gd4O12Sc4,0.29
N4Pt2,0.25
Pr3Sn,0.27
Cu2Se2,0.45
H8Ni4O8,0.36
Mn4O32Re8,0.2
Al12Li12O48Si12,0.32
C4H4K4O12,0.31
Al4O6,-0.01
BaNdO3,0.26
Cu2Si2Y2,0.23
K2P2S6,0.45
CdPd2Pm,0.45
Mn,0.3
C3B2N6,0.46
B2Li2,0.4
CrNi3,0.28
AlCoFeV,0.33
GaTi2,0.64
CZr,1.1
Au6Tb2,0.37
AlNTi3,0.37
Al3Pd2Sm,0.28
C2Sc4Tl2,0.23
AlCo2Dy2,0.35
Cu2HgSe4Sn,0.33
BeO,0.12
C2Fe4,0.3
O7V2Zn2,0.41
Mg2Ru2Sn8,0.23
Be5Hf,0.15
Co2Ge2La2,0.26
InPS4,0.24
Nb4Ni4P4,0.3
CEr3Tl,0.36
Ga3LaPd2,0.31
BaGe3Pt,0.28
Cu2FeS4Sn,0.33
Cl12Sb4,0.24
Cl2O4Pb2Sb2,0.32
HRh,0.36
Ga3Ho,0.26
Cl6Ir2,0.43
CuHfHg2,0.46
BaO3Sn,0.23
F3KMg,0.23
Cu4O2,0.46
BaO3Zr,0.24
ErGa3,0.34
PtSbY,0.29
Ga4S6,0.2
Al5Ba5Sn,0.25
As4Co4,0.28
Ca8O16Si4,0.29
S,0.78
COs,0.41
Hf2O8Zr2,0.3
Mg2Ni4Y4,0.33
O8Zr4,0.37
PdS6Ta2,-0.4
Ca4Pt4Sb4,0.31
IrNiSc2,0.35
Be2MnRh,0.28
LiPd2Si,0.38
LuRu2Zr,0.3
CdHg2Sc,0.39
FSi3,0.55
O3RbSm,0.34
MnO3Rb,0.26
MgRe3,0.34
CdInRh2,0.39
Ag2MgSc,0.35
NPd3,0.4
LaTe,0.27
PSc,0.38
Si6V3,0.17
CdGa2Te4,0.26
Pd3Pr,0.3
MoN,0.54
PTe2Zr2,0.22
SSn,0.47
GaMnNi2,0.43
In2Tb4,0.31
Cu4Si4Zr4,0.26
Br12P4,0.33
Al10W2,0.19
Ag2Tb,0.33
Au24Mg8,0.37
Nb5Te4,0.29
Ga2SrTe4,0.3
O4SrU,0.34
FOSm,0.3
Co2Nd2Si4,0.28
Cs3I9Sb2,0.29
I4Nb2O2,0.23
AgClO4,-0.05
La4O10Pd4,0.33
Hg3,0.3
Al4Ca4Pd4,0.31
Li4,1.22
I6PdRb2,0.3
PtRe2Rh,0.21
AlBIn,0.04
N2TeTh2,0.3
Li2Nb2S4,0.22
Se8Th4,0.34
Al6Hf4,0.25
NiSc2Tc,0.3
Ir2LiTi,0.32
MnNbRu2,0.32
Hf2IrMn,0.31
LiNiZn2,0.32
Au2PbSm,0.39
As2Ce2Pd2,0.3
C2Al2Mg,0.22
AlPtTa,0.5
As4B2K6,0.32
Si3Zn,1.4
Lu2Ni2Si4,0.29
Hg2ScTm,0.36
AuO2Pb,0.42
Au4Cs4O4,0.33
RbSb,0.64
CAg,0.45
Ag2La2Si4,0.24
O6Sm2,0.34
Zr6,0.31
Nb2O8Tb2,0.32
AgBe12,0.37
Pt6Sb4,0.41
Fe5Sm,0.26
Rh10Ti6,0.34
F8Mg4,0.27
O4V2,0.28
HoPt3,0.32
CuHf2Sb3,0.29
InSm,0.33
C4Mn10,0.28
H12N4,0.27
BiMgNi,0.29
Ho2O8P2,0.31
CoGa5U,0.22
Ba2O6ReZn,0.33
F4K2Ni,0.28
Ba2Bi4Pd4,0.35
Si4Ti4,0.22
PtSbSc,0.29
F8Sn4,0.25
OSb2Yb4,0.22
Bi12O44Sc12,0.35
EuO3Zr,0.28
AgHo2Tl,0.35
AlPaRu2,0.41
GaRu2Si,0.3
BeNbRu2,0.36
BeCrRu2,0.33
NiSnZr,0.29
Na2Sb2Sn2,0.27
NbTaTc2,0.27
Dy3Li,0.78
KSr3,0.33
Cu4Pr3Sn4,0.24
Au3Li,0.38
Na3Tl,-0.23
Co2HfTm,0.35
Ac6Pr2,0.29
K4Mn4O8,0.31
DySb,0.3
RbSb,0.43
ScSn,0.91
Er2Ga2Zn2,0.18
GeRh3Y2,0.35
MgP4Rh6,0.37
RhSbTh,0.33
MgSe,0.22
LuRbSe2,0.23
Co6Mo2,0.28
LuZn,0.28
AgF3Zn,0.36
Mn2O6Ti2,0.31
B4Mn2W4,0.25
NpSi3,0.19
Ta2Te8,-0.1
I4K4O12,0.24
CInLa3,0.02
Ag4Na2,0.36
N4Nb2Ti2,0.28
Mg2N4Ta2,0.21
Li2Se4Y2,0.25
Mn2Si2Y,0.25
Co2Ge2Ho,0.27
Ga2LiRh,0.4
HoOs2Si2,0.29
BiLiMg,0.22
Sb8Zn8,0.25
CuO4Sr2,0.28
Cs2Gd2O4,0.27
PtS2,0.23
AlB2Cr2,0.19
Li4O8V4,0.22
B4Ti4,0.15
P2Sn2Sr2,-0.26
AuSc2Tc,0.32
CdInSc2,0.3
Mo,0.56
IrLiSm2,0.34
La2RuZn,0.61
Au2SmSn,0.39
CrRuTa2,0.34
Na3Re,0.56
InPd3,0.4
CeTe,-0.14
CMo,0.47
Al2Na2Te4,0.4
Ca8N8Zr2,0.3
Ba2Hf2N4,0.32
Ag2,0.36
C4B4Tm2,0.23
CuNa5O2S,0.34
Ag2CeGe2,0.29
Mo,0.3
Cs4Pt2,0.33
Ni2O8Se2,0.25
Ga2Pu,-0.28
O4Pb2Pd2,0.38
F24Os4,0.27
H4Mg2,0.22
C2Sr,0.42
CdSe,0.35
Na2Nb2O4,0.23
Ge4Pt4,0.33
O8Si4,0.05
F4V2,0.33
HoP2Ru2,0.24
Bi2I6,0.31
Br6Cs2NaY,0.35
Cu21Pd7,0.34
Fe4Ga8O16,0.31
BaP2Zn2,0.28
EuHfO3,0.28
Mo3Ni3P3,0.33
ErLiTl2,0.33
AlLiY2,0.23
CuRhY2,0.32
HgLi2Pd,0.39
Cd2Ce,0.25
CdNa4P2,0.18
Li12Mo2N8,0.18
F3PdRb,0.35
Al2Te5,0.21
AlF5K2,0.27
AgLiTe,0.53
LuRh2Sc,0.34
Al3Pa,0.25
HoRu2Sc,0.34
GaMn2W,0.28
ErPrZn2,0.3
Ba2Pd2Sb4,0.31
O3Tm,0.41
C8B16Y8,0.19
Ca6FNSn2,-0.55
CTlY3,0.17
C2U,0.28
Ni4Y2,0.33
NiS4Ti2,0.23
CdCu4Er,0.26
CB2Co2Pr,0.34
Ag2Al2Te4,0.33
O12Rh8,0.31
EuSi2,0.34
Al4Ce4,0.2
Co6Si10Y4,0.31
CoGa5Yb,0.19
BCePt3,0.34
Pr2Ru4,0.46
Br3CsSn,0.31
Br6Sm2,0.27
OsTi,0.27
Mn4U2,0.37
Li4O6Ru2,0.31
I4N12,0.24
Al2Ba3Sn2,0.24
Li3S4Sb,0.28
Fe4Li8O12,0.24
LiRu2Ta,0.34
SiTc2Ti,0.33
CdInYb2,0.33
AlCdSc2,0.33
Hg3Li,0.27
CuO3Rb,0.35
LiMg2Pd,0.25
Mo2Pt4Si6,0.29
Mg2Mn3O6,0.26
Al2Ru,0.19
S2V,0.17
Ba8Cu6O18Pb2,0.3
AsInPd5,0.32
Cd2Mg2,0.53
AlHo2Si2,0.22
Cu2Sb2Sr2,0.21
B2Ir3Pr,0.31
Cu4Se6Sn2,0.32
Cd2Th,0.27
Be12Pd,0.24
AgTe2Tm,0.33
Ca6Mn2N6,0.26
N4Nb4,0.27
Cu2HfP2,0.29
Al4Ni2Tb2,0.23
CoZr,0.35
Mo4N2,0.37
Ba3OSn,0.2
Ge2Ni2Tb,0.33
LiMgN,0.17
O16Sn4Sr8,0.3
Mg4O12Si4,0.21
Ni4Si4Ti4,0.25
Al4Ca4O14Si2,0.28
Ni2P2Y,0.25
B24Si8,0.18
I2Yb,0.23
Mg12Ru8,0.29
Cl2OsTe,-0.32
BeBiIn,0.65
O6Si3,-0.0
AgPr2Ru,0.38
CuGaSc2,0.27
LiRuY2,0.32
GeIr2Mg,0.31
MgRuY2,0.37
LiRuSc2,0.33
Al3Cr,0.19
DyHg2Y,0.34
La2TlZn,1.01
NaNi3,0.34
CH3F3I3NPb,0.29
ErMg2Sm,0.28
PdPtZn2,0.93
NaS2Tb,0.22
HgPt3,0.4
GeTi2,0.6
Cd2Sm2Tl2,0.27
SmTe,0.24
SSr,0.22
Cu2GeHgS4,0.31
In3Rh2Ti3,0.3
NiSbY,0.25
PuRu,0.47
Hg2Rh,0.31
O8P2Yb2,0.29
Fe4Mn2O8,0.33
CeIn3,0.22
Hf10Sn6,0.32
Ba3F2In2O5,0.32
CdO3Ti,0.47
As4Br12,0.16
Ir2O4,0.33
BiF6Rb,0.27
AuCuF5,0.31
As2CdK4,0.29
GaNi2V,0.42
Ge2Ni2Sr,0.29
RuSi,0.31
Ru2Si2Sm,0.26
GdSb,0.19
Fe2Rb2S4,0.31
B2Rh2,0.34
Sn10Ti12,0.27
Ge4N24Sr28,0.24
C19Si19,0.16
Ag6Ga3,0.38
NaO2Ru,0.41
Cr6Si2,0.24
Ni2Si2Zr,0.29
N2P6V10,0.31
O8Te4,0.19
AcAu2Sn,0.42
LiO4Ti3,0.3
FeSeV,0.35
Ga3Zn,0.93
BeKO3,0.74
Sm2Tm6,0.24
Al2PmY,0.27
RbSmTe2,0.25
CdN,0.49
Cl2La2Te2,0.3
Co4N4Rb4,0.28
Cu4Ge2Hf3,0.28
CeRbSe2,0.25
ScZn,0.27
Ag2Te4Y2,0.29
B6Er,0.36
Si2Tb,0.68
NaO3W,0.32
Ce3Sn,0.23
DyMg,0.31
CEr3Sn,0.4
Be2O2,0.2
Sb6Zr10,0.48
AgHg2Ti,0.32
Ge2Mg2O6,0.51
Rh4Sn4,0.33
F8Li2Y2,0.32
Ta30,0.36
Co2GaNb,0.32
C4Cr2Sc2,0.24
Mo4O8,0.32
BaO3Pb,0.37
Ga20,0.38
Al6Hf2,0.2
CuTh2,0.39
CeCu2Zn3,0.29
Cr2P8,0.18
Al4Dy4O12,0.25
Hf4N4O2,0.3
AgCd2Rh,0.43
CdDyHg2,0.36
Hg2MgNd,0.32
Mn2PtRh,0.31
Au2LaNa,0.39
AgIrY2,0.35
Ag2SmTl,0.38
Er4In2,0.3
GeRhTa,0.56
Sc2TcTl,0.26
GaYb2Zn,0.24
Bi2Cu2O4,0.31
Al8Cd12O48Si12,0.18
Ge2Tb2Ti2,0.32
Cr3Fe,-0.13
Co3Ni,0.28
O2Zn2,0.39
AgO2Rh,0.37
AsGaPd5,0.32
Fe5Y,0.23
MnNi3,0.27
Ba4Na8,0.21
OTi2,0.26
In2LiRh,0.26
F6PdZn,0.22
Fe2Li2P2,0.24
Fe4P4Zr4,0.25
Mn4Sn2,0.29
Co2GaV,0.31
Bi4F12,0.26
Br6K2Te,-1.13
C2H2Na2O4,0.3
Cl4O2Pd4,0.38
AgAuZn2,0.38
Cl6K2Ta,0.34
Al3Dy2Si2,0.19
CuO2Sr,0.26
Li2O4Ti2,0.21
CaO6Ta2,0.24
Co2Si2Yb,0.17
Ba2,0.29
C5Al4Hf2,0.22
Co8Ta4,0.31
Cu2Si2Yb,0.21
N4Ru2,0.28
Li5NbO5,0.23
Cu2Li2O4,0.33
Hf2S2Si2,0.22
Cs2O,0.32
BaMg2P2,0.2
F3MgRb,0.24
Hg2LiTm,0.56
Ga6Pr2,0.22
Au2PmZn,0.65
HfOs2Tm,0.3
I6Lu2,0.25
CaCd2Pr,0.29
FeTeV,0.27
Ag2SmY,0.32
LaSmZn2,0.29
Cd4Mg2,0.33
AuIrPr2,0.38
Au2O5Sm2,0.31
BiGa3,0.57
Cd2Na6,0.32
AuEr2Pd,0.35
AcF3,0.37
NTc,0.62
FLi,0.54
BNdPd3,0.54
NNb,0.46
Ge4Y2,0.3
Al6Ru2Sc4,0.25
NbRu3,0.3
CdSc,0.3
F4Mg2,0.27
Sr4Zn8,0.27
Au2Sn8,0.4
SeSm,0.34
Fe6N2,0.3
BInLa3,0.37
Ni4Se8,0.29
Ge4Pt4Sr4,0.37
CaPd,0.33
NiSnTi,0.67
Cl18W3,0.29
AsBr3Ca3,-0.15
Ac2Cl6,0.28
H6O4Rb2,0.33
C2Na4S6,0.32
Ga3Pd7,0.35
BaFe2P2,0.24
Co3F9,0.29
Au6In2,0.43
N8Pb4S8,0.29
LiReTi,0.68
CrMnRe,0.42
BeInSi2,0.96
BeClW2,0.41
I,0.86
Hf4O8,0.28
H12Ca4Rh3,0.28
FLi2O2V,0.21
Cu2GaLi,0.33
LiPt3,0.3
GaPd2Yb,0.52
CdPd3,0.36
Cd2MgSm,0.29
HgLu2Zn,0.34
AuHgRb2,0.36
MgNbRu2,0.34
GaMg3,0.28
HoTl2Tm,0.35
Ag3Ge,0.42
Hf2S6,0.23
AuPd3,0.39
Sc2Te2,0.27
AsBa3Sb,0.28
CdO3Si,0.31
Mg6RbZr,0.2
Ga4LuTi2,0.25
N6Nb2Zn4,0.33
AlAu,0.57
FeSb2Y6,0.25
Ga4Nb6,0.26
Nb4Pt12,0.32
PtSb2Zr6,0.29
Lu3Ni3Pb3,0.29
AlGeSr,0.2
Fe2,0.24
CdF6Sn,0.06
CaGe2Zn2,0.35
Tm2,0.22
Nb2Ni6,0.34
BP,0.12
Cu3Sc3Si3,0.22
Ce2Ni4,0.35
Ag5Ba,0.38
C6Fe14,0.33
In2K2Te4,0.21
Ba3In2O6,0.31
In8Ni2Sr2,0.26
B4Co4Mo4,0.26
CdIn2Se4,0.26
SmSn3,0.42
BrO3Rb,0.24
Ag2LiSn,0.45
Cl4PdTl2,0.31
Al5Ni2Zr,0.22
CuNi2Sn,0.43
CeGa3Pd2,0.33
Ni3S2,0.31
AlCo2Mn,0.27
As4Cd2Sn2,0.29
Ir4N8,0.25
HoSe,0.36
Cu2GeSe3,0.31
As2CaNi2,0.29
PrRu2Si2,0.26
O6Re2,0.28
Er2O8Ta2,0.3
CsO8P2Sb,0.16
Co2CsSe2,0.24
CuZr3,0.39
As2LaNi2,0.31
CsF3Li2,0.35
NbO,0.28
Al10Ta20,0.35
Nb2O4,0.29
Co9Ta3,0.28
Li2N2O6,0.24
Hf4N2,0.21
NiRhZn2,0.34
IrReTi2,0.29
MgRh2Y,0.31
GeNiTi,0.61
MgSnSr,-0.09
CdTlTm2,0.32
C2LaNi,0.24
Au2Ti,0.57
C3Cr2Y2,0.3
RhTi,0.02
Be4N4Sr2,0.18
P8Zr4,0.24
Mn3Si,0.29
Mg2Pb,0.26
SbY,0.24
AsSn,0.37
AuZr2,0.33
HfRu,0.29
AuLi2Pb,0.21
DyRh3Si2,0.26
Fe4Hf2,0.28
Bi2Li2S4,0.23
AlCu2Mn,0.34
C2O6Sr2,0.34
Pd2Si2U,0.46
Li4O6Si2,0.23
O24W8,0.19
Cr2O6,0.24
S12Sr4Zr4,0.28
Au2Cu2,0.4
P2Sb2Ti4,0.24
C2Mg2O6,0.25
O6Sr2Ti2,0.25
Pr6,0.27
B6Ho,0.35
F2O24P6Sr10,0.28
GeTe,0.61
Bi2Se7Sn4,0.26
LuO2Rb,0.26
O6Sc4,0.3
As2Cu2O6,0.41
Ca10Si6,0.22
BaP2Pd2,0.28
AgAu2Pm,0.46
CoCrMn2,0.24
AlMn2W,0.27
HfIr2Sc,0.14
Cu2Ge2Tb2,0.23
Cu2Te4Y2,0.29
Ag2Al2O4,0.33
CU3,0.31
Hg3Pd,0.56
MgRh5,0.31
Au3Pb,0.46
CaCl6Cs2Sn,0.27
Cu2O4Tl2,0.29
Pr2Pt2Sb2,0.32
CB4Er2,0.2
CRe,0.91
Ni4Sb4Se4,0.28
CuGeU,0.39
Rh3V,0.24
AuMn,0.38
Cu2Lu2Sn2,0.19
Ga4Mg2Sc4,0.23
BeO,0.14
Ag2Fe2O4,0.36
Rh8Si4,0.35
C4N4Pb2S4,0.3
Rh4Sb4,0.31
Pb2,0.39
As8Ni4,0.29
BaIn4,0.25
BiPr,0.26
Fe4Lu2,0.25
Os6Sn14,0.34
Be4O7Te,0.25
Dy2I2S2,0.36
Ba2Bi4Cd2,0.23
O7Sr3Ti2,0.25
Ba9Nb10O30,0.27
Ir4Si4Y2,0.34
CoSbV,0.33
Nd8S12,0.29
Fe10Si6,0.26
Fe2O2P2Sm2,0.27
La4O12Rh4,0.35
F3KV,0.29
CrF6Rb2,0.27
HfNi5,0.28
As4Si3,0.23
AlNi2Y2,0.33
CaRe2Si,0.45
Ba4O12Si4,0.27
La2MgO4,0.26
Cd2Cu4O6,0.35
LiNi2S2,0.37
Co4Na12O12,0.35
Co2Y2,0.31
Sc2Si2Sm2,0.24
S2V,0.18
Ag2BaS2,0.32
MgRh2Tm,0.3
InNiTa,1.61
Al4Yb2,0.2
In2LuNd,0.33
Cl2F2Sn2,0.12
Br2Cl2Pb2,0.58
AlCrTi2,0.3
B4Mn,0.15
Si,0.32
N2Zr4,0.28
GeO3Zn,0.3
CCo3Sc,0.3
Ni3Sn,0.47
AsPd5Tl,0.34
AsSc,0.13
F6HoNaRb2,0.25
BeSe,0.16
AsPa,0.29
Al2Au2Ti2,0.3
Mg2O8W2,0.28
As4Ni2,0.29
C8Cr12,0.28
CuEu2O4,0.3
I6Zr2,0.17
Br2Lu2S2,0.34
